Annual Income ($),Spending Score (1-100)
0.5211239432764483,0.48
0.5105961868466211,0.52
0.5158600650615347,0.42
0.2737216671755082,0.51
0.3210965711097308,0.55
0.6316653857896344,0.41000000000000003
0.17897185930706305,0.44
0.12633307715792688,0.5700000000000001
0.1631802246623222,0.46
0.05790266036404981,0.58
0.2895133018202491,0.55
0.4000547443334351,0.6
0.2947771800351627,0.46
0.2421383978860265,0.55
0.1894996157368903,0.41000000000000003
0.4632212829123985,0.49
0.1631802246623222,0.4
0.12633307715792688,0.42
0.4211102571930896,0.52
0.010527756429827239,0.47000000000000003
0.3526798403992125,0.5
0.3053049364649899,0.42
0.4211102571930896,0.49
0.3421520839693853,0.41000000000000003
0.021055512859654478,0.48
0.5158600650615347,0.59
0.2737216671755082,0.55
0.4526935264825713,0.56
0.4316380136229168,0.42
0.22634676324128564,0.5
0.4105825007632623,0.46
0.06843041679387706,0.43
0.06843041679387706,0.48
0.17897185930706305,0.52
0.1315969553728405,0.54
0.373735353258867,0.42
0.010527756429827239,0.46
0.5105961868466211,0.48
0.2684577889605946,0.5
0.04737490393422258,0.43
0.41584637897817595,0.59
0.44216577005274404,0.43
0.4579574046974849,0.5700000000000001
0.1894996157368903,0.56
0.263193910745681,0.4
0.5105961868466211,0.58
0.03158326928948172,0.91
0.06316653857896344,0.29
0.2421383978860265,0.77
0.46848516112731214,0.35000000000000003
0.021055512859654478,0.9500000000000001
0.20002737216671754,0.11
0.33688820575447165,0.75
0.3474159621842989,0.09
0.1368608335877541,0.75
0.2158190068114584,0.34
0.2368745196711129,0.71
0.46848516112731214,0.05
0.484276795772053,0.88
0.4000547443334351,0.07
0.4474296482676577,0.73
0.11580532072809963,0.1
0.0789581732237043,0.72
0.16844410287723582,0.05
0.3474159621842989,0.93
0.3263604493246444,0.4
0.4474296482676577,0.87
0.373735353258867,0.12
0.1368608335877541,0.97
0.2737216671755082,0.36
0.20002737216671754,0.74
0.2684577889605946,0.22
0.4737490393422258,0.9
0.1579163464474086,0.17
0.2158190068114584,0.88
0.08948592965353153,0.2
0.484276795772053,0.76
0.4211102571930896,0.16
0.0526387821491362,0.89
0.08422205143861791,0.01
0.4579574046974849,0.78
0.3474159621842989,0.01
0.4526935264825713,0.73
0.04737490393422258,0.35000000000000003
0.263193910745681,0.8300000000000001
0.1842357375219767,0.05
0.3053049364649899,0.93
0.24740227610094012,0.26
0.28424942360533545,0.75
0.41584637897817595,0.2
0.4369018918378304,0.9500000000000001
0.3000410582500763,0.27
0.0,0.63
0.36320759682903975,0.13
0.021055512859654478,0.75
0.41584637897817595,0.1
0.5211239432764483,0.92
0.1052775642982724,0.13
0.14738859001758134,0.86
0.15265246823249495,0.15
0.2368745196711129,0.6900000000000001
0.4526935264825713,0.14
0.22108288502637202,0.9
0.31056881467990355,0.32
0.3210965711097308,0.86
0.05790266036404981,0.15
0.3474159621842989,0.88
0.20529125038163115,0.39
0.3789992314737806,0.97
0.07369429500879067,0.24
0.23161064145619925,0.68
0.4000547443334351,0.17
0.5000684304167938,0.85
0.484276795772053,0.23
0.5158600650615347,0.6900000000000001
0.5053323086317075,0.08
0.2368745196711129,0.91
0.042111025719308956,0.16
0.2421383978860265,0.79
0.4105825007632623,0.28
0.021055512859654478,0.74
0.4263741354080032,0.18
0.17370798109214944,0.8300000000000001
0.2105551285965448,0.1
0.4474296482676577,0.16
0.3158326928948172,0.0
0.3158326928948172,0.39
0.331624327539558,0.59
0.0526387821491362,0.52
0.2895133018202491,0.61
0.4895406739869666,0.12
0.0789581732237043,0.07
0.20529125038163115,0.33
0.3000410582500763,0.93
0.11580532072809963,0.92
0.06316653857896344,0.7000000000000001
0.263193910745681,0.8200000000000001
0.5000684304167938,0.68
0.3474159621842989,0.7000000000000001
0.1052775642982724,0.4
0.1842357375219767,0.99
0.373735353258867,0.34
0.4000547443334351,0.61
0.44216577005274404,0.33
0.3789992314737806,0.51
0.17370798109214944,0.55
0.4895406739869666,0.37
0.4369018918378304,0.48
0.12106919894301325,0.08
0.2105551285965448,0.77
0.46848516112731214,0.86
0.17370798109214944,0.64
0.49480455220188024,0.3
0.4895406739869666,0.53
0.036847147504395335,0.28
0.09474980786844515,0.88
0.01579163464474086,0.14
0.44216577005274404,0.54
0.3263604493246444,0.34
0.04737490393422258,0.96
0.1894996157368903,0.35000000000000003
0.19476349395180392,0.74
0.263193910745681,0.11
0.4369018918378304,0.16
0.41584637897817595,0.17
0.2105551285965448,0.14
0.24740227610094012,0.58
0.021055512859654478,0.2
0.20002737216671754,0.75
0.0,0.96
0.036847147504395335,0.16
0.2158190068114584,0.02
0.3421520839693853,0.0
0.1052775642982724,0.93
0.23161064145619925,0.65
0.01579163464474086,0.14
0.3789992314737806,0.13
0.14212471180266772,0.32
0.4474296482676577,0.49
0.20002737216671754,0.18
0.3842631096886942,0.96
0.33688820575447165,0.64
0.1368608335877541,0.6
0.24740227610094012,0.16
0.1842357375219767,0.85
0.1631802246623222,0.24
0.06843041679387706,0.38
0.41584637897817595,0.1
0.4316380136229168,0.39
0.14738859001758134,0.68
0.1894996157368903,0.79
0.042111025719308956,0.76
0.4632212829123985,0.39
0.4790129175571394,0.36
0.06316653857896344,0.8200000000000001
0.0052638782149136195,0.76
0.7527345847326476,0.99
0.09474980786844515,0.5700000000000001
0.3421520839693853,0.89
0.04737490393422258,0.88
0.5000684304167938,0.21
0.4105825007632623,0.12
0.25266615431585376,0.73
0.331624327539558,0.87
0.4474296482676577,0.63
0.22634676324128564,0.58
0.38952698790360785,0.2
0.3526798403992125,0.11
0.31056881467990355,0.4
0.7369429500879068,0.84
0.1631802246623222,0.47000000000000003
0.0263193910745681,0.91
0.10001368608335877,0.58
0.14212471180266772,0.62
0.3579437186141261,0.8
0.20002737216671754,0.66
0.263193910745681,0.36
0.4211102571930896,0.73
0.36320759682903975,0.43
0.1631802246623222,0.91
0.4579574046974849,0.41000000000000003
0.41584637897817595,0.16
0.16844410287723582,0.86
0.8095160390369208,1.0
0.5045479907776853,0.16
0.7633412993356985,0.73
0.7818912061650541,0.07
0.6175529282954509,0.21
0.9487772010906755,0.26
0.8688136271279228,0.12
0.6342288944802973,0.14
0.5935864907829492,0.8300000000000001
0.8237337740954025,0.65
0.5135544864034025,0.15
0.40795582553402043,0.3
0.622727320580711,1.0
0.3383463000200027,0.09
0.28386516049564675,0.77
0.49438870582290206,0.93
0.6950740627664838,0.08
0.9644319749018286,0.91
0.9629580890016528,0.44
0.3593754934885826,0.56
0.3676345184077821,0.21
0.363618179329803,0.6
0.5825376104098455,1.0
0.5025371892995883,0.9400000000000001
0.5414477770642299,0.4
0.7029961994799288,0.07
0.3399886300230558,0.9
0.8040837167191299,0.39
0.48592438965332097,0.58
0.5207133607756851,0.02
0.8729931464305641,0.33
0.4932938191542,0.62
0.7245254613789255,0.67
0.914561992693737,0.96
0.611273121585059,0.58
0.5908492741111941,0.3
0.3652289260635666,0.75
0.4028393359091244,0.62
0.6516891785191657,0.28
0.3594807710528809,0.55
0.9116247486498152,0.99
0.747649678377041,0.8200000000000001
0.568188278395991,0.61
0.7887395117226568,0.61
0.7813227073178435,0.99
0.6664017181298493,0.84
0.30098855632876076,0.22
0.9707960036636591,0.41000000000000003
0.7952930401002242,0.39
0.8743670186446566,0.98
0.3571541368818891,0.91
0.9127248991967322,0.04
0.38059418657289945,0.98
0.9567625043426995,0.35000000000000003
0.7730426268857843,0.75
0.9102456125575078,0.2
0.6096149999473612,0.87
0.970259088085738,0.51
0.354537989409077,0.19
0.8737985197974459,0.71
0.8680872119342646,0.18
0.3335403792097866,0.61
0.9598787202459284,0.73
0.7819175255561287,0.56
0.33074525987766745,0.85
0.6349658374303851,0.72
0.6890311305757629,0.3
0.5428637603040416,0.74
0.5615557918451999,0.15
0.4598155537073494,0.25
0.46346342131028456,0.61
0.5167443966016402,0.49
0.9383652499815764,0.05
0.8802888816364344,0.92
0.7394590838746354,0.43
0.83851474412288,0.8300000000000001
0.7582248097108025,0.78
0.3821259751334393,0.64
0.9490140756103467,0.77
0.8724035920704938,0.51
0.9233210860433533,0.02
0.369529514565151,0.08
0.48166064829924093,0.26
0.971301335972291,0.43
0.7556823565329992,0.8300000000000001
0.6925895122490445,0.97
0.7954983313506059,0.18
0.3550327939612789,0.05
0.6182635518544642,0.08
0.45376209376019877,0.23
0.7171033930958973,0.1
0.4692431595902597,0.01
0.6270121174476507,0.3
0.860449324644425,0.31
0.7985092696895364,0.8200000000000001
0.9724278059102824,0.52
0.37067704001600216,0.6900000000000001
0.6269489509090718,0.41000000000000003
0.6893048522429385,0.28
0.7419436343920747,0.77
0.4331382189141672,0.35000000000000003
0.4810605661827408,0.92
0.9809710802530872,0.9500000000000001
0.9421762978091739,0.46
0.8755671828776569,0.45
0.6310810953077789,0.11
0.3519007864234053,0.73
0.5468958910166655,0.36
0.9883510375103961,0.87
0.5406897786012823,0.93
0.5403213071262383,0.8300000000000001
0.5978976070409635,0.31
0.4553728404939623,0.88
0.31108993862318,0.44
0.711086780296251,0.05
0.583606177687473,0.78
0.9878562329581942,0.12
0.6559529198732458,0.25
0.8763936117573984,0.4
0.909377072652047,0.6900000000000001
0.6444566098518745,0.19
0.9661322075652458,0.96
0.5078800256877257,0.34
0.5926442565824797,0.71
0.819438449472033,0.71
0.38345773632181246,0.93
0.3784570520176445,0.32
0.8342141556212955,0.5700000000000001
0.46980639455925544,0.04
0.9470295935233242,0.24
0.5872277258993336,0.85
0.6717498183962015,0.78
0.2635939654900144,0.32
0.4094191836777664,0.62
0.8948540326571004,0.38
0.5610294040237085,0.76
0.4117563456051881,0.41000000000000003
0.7172507816859149,0.14
0.8074736542895343,0.93
0.8572646783244022,0.91
0.3020044848242391,0.29
0.7032646572688894,0.47000000000000003
0.3491109309695011,0.88
0.3619495299356754,0.16
0.3724141198269237,0.86
0.34675271352921977,0.87
0.6105888174171202,0.24
0.35319043658605914,0.91
0.5686409719224735,0.64
0.9282796593218019,0.8
0.4656005558655395,0.4
0.6751766031141103,0.55
0.8252550348995126,0.2
0.648688767936665,0.5
0.31999115668459893,0.38
0.9545095644667164,0.99
0.9859085980186763,0.07
0.8100318991019824,0.86
0.28161748449787866,0.44
0.3655394948782465,0.28
0.6530998978807626,0.56
0.7148346615852695,0.29
0.6348079210839378,0.96
0.48089738595807846,0.11
0.28020150125806687,0.41000000000000003
0.8229020813374461,0.31
0.979091875730363,0.8
0.5882910292987461,0.53
0.7575036583953594,0.12
0.9601840251823933,0.22
0.5182972406750397,0.46
0.4935517491867308,0.28
0.5505069114720962,0.5
0.6885837009274953,0.92
0.3116321180793161,0.92
0.42094181309021234,0.45
0.5517807700001053,0.42
0.9933938328402834,0.3
0.9871666649120405,0.66
0.7054017918241443,0.85
0.9285323254761177,0.71
0.8153115689515407,0.43
0.8191752555612873,0.81
0.3280975291355659,0.6
0.593965490014423,0.34
0.3067946139998105,0.59
0.4098297661785297,0.81
0.6581111099413604,0.25
0.7171612957562613,0.34
0.4312905976607325,0.81
0.6869940097065914,0.97
0.7606409298114478,0.88
0.3356722498868266,0.06
0.35141650962763327,0.2
0.7112289050080537,0.54
0.9468506216640171,0.17
0.4913882952404013,0.65
0.44504511143630177,0.96
0.6407455757103604,0.03
0.3459578679187678,0.91
0.5095118279343489,0.96
0.3808521166054302,0.61
0.27949614157726843,0.21
0.7623727457441545,0.17
0.9677692736900839,0.1
0.5890069167359744,0.9
0.3412256414035605,0.3
0.4661953741038247,0.16
0.5525703517323423,0.63
0.8793834945834693,0.47000000000000003
0.3633023466369082,0.17
0.9164885721203954,0.96
0.32733953067261834,0.29
0.9674113299714697,0.7000000000000001
0.44096034194152883,0.01
0.7800856959373388,0.91
0.6934738437891501,0.87
0.31568004042658465,0.9400000000000001
0.4682746059987156,0.02
0.7375061850569025,0.38
0.8522008274816554,0.49
0.3014728331245328,0.6
0.6314127196353185,0.02
0.8801046458989125,0.63
0.9796919578468632,0.02
0.7089233263499215,0.59
0.9500194763493951,0.74
0.5936759767126027,0.21
0.7909398128164906,0.17
0.6097255413898743,0.92
0.5518334087822544,0.44
0.8031151631275858,0.66
0.8542590038636866,0.45
0.9041289860717782,0.59
0.4090507122027225,0.73
0.5003474159621842,0.17
0.393843368039837,0.33
0.8015149441502522,0.92
0.3786044406076621,0.14
0.7966353290450272,0.9500000000000001
0.8575963026519419,0.51
0.274953414677798,0.3
0.5278143324876036,0.87
0.8962594881404824,0.23
0.4672376219903776,0.01
0.5651247012749113,0.26
0.8673871161316812,0.8300000000000001
0.8212492235779633,0.85
0.983724088559487,0.4
0.5227031067409225,0.88
0.30597344899828394,0.65
0.4695958394306589,0.12
0.7822491498836682,0.59
0.7347952877762219,0.62
0.9056555107541031,0.62
0.30021476623116844,0.99
0.6190952446124206,0.63
0.9755071746660069,0.96
0.9821186057039384,0.05
0.7964142461600008,0.89
0.6523261077831704,0.52
0.8922063019149988,0.12
0.7521660858854369,0.25
0.3104582732373904,0.03
0.7443966016402245,1.0
0.5519386863465526,0.67
0.949240422373588,0.14
0.9101034878457052,0.13
0.5340257087812016,0.8200000000000001
1.0,0.37
0.4741912051122785,0.65
0.590854537989409,0.24
0.9568414625159232,0.61
0.311032035962816,0.31
0.3203385726467832,0.23
0.7890553444155516,0.34
0.7515554760125069,0.98
0.8558960699885247,0.84
0.7695526756292966,0.89
0.7120342783749355,0.53
0.7160822007222041,0.01
0.5852958825944603,0.67
0.7585827534294166,0.62
0.9335961763188646,0.56
0.5938602124501248,0.85
0.28166485940181285,0.98
0.8857475233452998,0.75
0.4567256571951951,0.02
0.27720109067556614,0.25
0.7817911924789708,0.14
0.7892448440312885,0.52
0.5384736858728036,0.31
0.9391600955920284,0.16
0.44104982787118235,0.41000000000000003
0.9726120416478043,0.77
0.3700611662648573,0.88
0.30866855464431975,0.51
0.5152231357975302,0.4
0.3406097676524156,0.29
0.37792013643972333,0.87
0.4030393632812911,0.85
0.6651962900186341,0.2
0.8106740922442018,0.32
0.36699758914377756,0.78
0.4488245759946098,0.68
0.8204491140892964,0.31
0.523340036004927,0.72
0.7656679335066904,0.5700000000000001
0.6213534483666185,0.77
0.38825839325381367,0.8300000000000001
0.4741806773558487,0.17
0.3944118668870477,0.12
0.5335045848379252,0.36
0.49452556665648983,0.81
0.7086706601956057,0.23
0.5361681072146715,0.7000000000000001
0.8711771084464189,0.47000000000000003
0.7155242296314233,0.74
0.544053396780612,0.2
0.3958173223704296,0.79
0.647893922326213,0.44
0.38891637803067786,0.3
0.4799604156358238,0.61
0.45393053786307597,0.52
0.5074378599176729,0.04
0.44005495488856367,0.12
0.4344541884678956,0.5
0.4854716961268384,0.08
0.7919188941644646,0.27
0.7848179224525461,0.8300000000000001
0.5980028846052617,0.42
0.49403602598250285,0.8200000000000001
0.6226115152599829,0.92
0.4978365460536705,0.9
0.6803931064250898,0.7000000000000001
0.37043490161811615,0.1
0.4084769494772969,0.66
0.598539800183183,0.97
0.9984103087790961,0.08
0.7536820828113321,0.58
0.9205996610062429,0.14
0.6389137460915704,0.19
0.8151483887268783,0.13
0.8471948792992725,0.51
0.6293334877404276,0.35000000000000003
0.9850874330171496,0.33
0.5130596818512007,0.22
0.8440681356396138,0.77
0.9402707738953752,0.9400000000000001
0.8958489056397191,0.8
0.8738406308231652,0.4
0.4831924368597808,0.8300000000000001
0.9952519818501478,0.86
0.8038836893469632,0.15
0.8345826270963395,0.98
0.7067440807689473,0.9400000000000001
0.7802962510659353,0.28
0.9036868203017254,0.81
0.9972206723025255,0.38
0.561303125690884,0.53
0.4268163011780559,0.48
0.7830492593723352,0.52
0.6192321054460084,0.9500000000000001
0.8397833387726741,0.37
0.4186151789192205,0.06
0.5338309452872498,0.64
0.5764946782191247,0.72
0.8257972143556487,0.7000000000000001
0.8278922378851843,0.58
0.7628201753924221,0.84
0.31142682682893447,1.0
0.494757177297946,0.49
0.30697884973733247,0.45
0.9516354869613737,0.88
0.4454399023024203,0.45
0.48782464968890477,0.59
0.4608683293503321,0.9400000000000001
0.3904429027130028,0.79
0.9518723614810447,0.33
0.7232410750944865,0.33
0.5061429458768042,1.0
0.9078979228736563,0.6900000000000001
0.31559055449693113,0.37
0.5908176908419046,0.9500000000000001
0.7668365144704011,0.35000000000000003
0.7172823649552044,0.49
0.39410129807236777,0.12
0.5759998736669228,0.46
0.6633276132523398,0.5700000000000001
0.8261709497089075,0.66
0.6694179203469949,0.68
0.599208312716477,0.22
0.6948582437596723,0.02
0.9018234074136461,0.78
0.48614547253834733,0.87
0.32100182130186233,0.03
0.2723635865960605,0.33
0.7296366871256066,0.71
0.8323402149767862,0.84
0.8668291450409003,0.65
0.9100297935506964,0.27
0.3690978765515281,0.93
0.6000715887437228,0.26
0.6001400191605166,0.4
0.3014359859770284,0.89
0.687446703233074,0.02
0.6400717992988514,0.07
0.5432848705612346,1.0
0.34903723667449227,0.08
0.7439754913830313,0.93
0.8087001379136092,0.76
0.3448893006411404,0.71
0.80651562845442,0.8300000000000001
0.4883194542411067,0.75
0.696647962352743,0.1
0.9794445555707623,0.49
0.28320717571878257,0.32
0.546069462136924,0.62
0.2660890437638835,0.34
0.7666733342457389,0.21
0.451309126512049,0.37
0.5261246275806163,0.2
0.4380599450451114,0.21
0.38642129975680883,0.5
0.3385200080010949,0.43
0.3150115278932906,0.79
0.35682251255434955,0.01
0.9098139745438849,0.04
0.7660416688599492,0.61
0.9148988808994915,0.42
0.977996989061661,0.6900000000000001
0.6305073325823534,0.71
0.8348300293724404,0.86
0.6217798225020266,0.52
0.5261983218756251,0.11
0.6356238222072493,0.27
0.9981892258940697,0.53
0.6606693547538084,0.06
0.5358575383999915,0.49
0.4890879804604841,0.74
0.8551959741859412,0.59
0.8623180014107193,0.27
0.28336509206523,0.56
0.7379430869487403,0.49
0.6623853790518702,0.6900000000000001
0.5313253392569509,0.27
0.8878583385094803,0.37
0.9311010980449956,0.1
0.5852063966648068,0.28
0.6702759324960258,0.97
0.7848600334782654,0.03
0.8827786960320886,0.31
0.966174318590965,0.85
0.26527840651878676,0.46
0.3345563077052649,0.03
0.4625790897701791,0.55
0.2928506006085043,0.53
0.6217166559634476,0.26
0.6811247854969628,0.36
0.32966616484361017,0.64
0.27214250371103416,0.17
0.5622664154042132,0.49
0.4895406739869666,0.67
0.7587775169233685,0.71
0.5336940844536621,0.9
0.9030709465505806,0.78
0.823091580953183,0.6
0.757524713908219,0.22
0.5609662374851295,0.84
0.9106983060839904,0.25
0.28557592091549366,0.29
0.5506016612799646,0.5700000000000001
0.26450988029940936,0.54
0.4908145325149757,0.84
0.8255813953488372,0.38
0.37534083611441565,0.39
0.4525619295271984,0.73
0.9901723393727563,0.52
0.43339088506848306,0.35000000000000003
0.6580689989156411,0.25
0.7838335772263573,0.1
0.3064471980376262,0.7000000000000001
0.4027972248834051,0.29
0.6198900902228726,0.42
0.6063145483066104,0.93
0.2855706570372788,0.07
0.5923442155242296,0.24
0.5653878951856569,0.02
0.44634002547717055,0.23
0.35242717424489667,0.79
0.8078210702517187,0.11
0.9380967921926158,0.17
0.8004726962636992,0.42
0.6993588596334235,0.17
0.777574826028825,0.86
0.9102035015317885,0.29
0.7821807194668744,0.29
0.3262867550296356,0.77
0.48141324602314,0.13
0.8751039615947445,0.84
0.7396591112468022,0.5
0.7801488624759177,0.36
0.7044227104761704,0.78
0.9234105719730068,0.32
0.6397085917020223,0.92
0.9968153536799772,0.6900000000000001
0.4253634707907398,0.26
0.3028572330950551,0.84
0.860691463042311,0.51
0.3994441344605051,0.5700000000000001
0.8304241633065577,0.52
0.9728331245328308,0.44
0.98567698737722,0.51
0.43015359996631114,0.36
0.7896817459231263,0.37
0.2813648183435628,0.73
0.7936085990714519,0.42
0.813037573562698,0.71
0.2981829092402118,0.12
0.6183846210534073,0.48
0.41941002452967246,0.09
0.6146051564950993,0.28
0.9511933211913208,0.21
0.6458673292134713,1.0
0.8914167201827619,0.55
0.4904671165527914,0.25
0.3992809542358428,0.4
0.6283070314885194,0.58
0.4292429490351311,0.36
0.35463800309516036,0.75
0.5774632318106688,0.61
0.8774727067914556,0.39
0.657890027056334,0.34
0.7726109888721614,0.8300000000000001
0.7766747028540747,0.45
0.61913735563814,0.6
0.4492772695210923,0.5700000000000001
0.9181888047838125,0.08
0.37261414719909036,0.68
0.3972806805141756,0.63
0.4741806773558487,0.49
0.9758598545064061,0.54
0.8849105667091286,0.6900000000000001
0.9718593070630718,0.38
0.9293429627212144,0.45
0.4022761009401286,0.21
0.8645814690431322,0.51
0.5747523345299883,0.38
0.6998378725509806,0.26
0.8664238264183519,0.32
0.9825291882047017,0.32
0.5888121532420225,0.86
0.6418036152315579,0.41000000000000003
0.7529819870087485,0.42
0.6935054270584395,0.23
0.7516870729678797,0.23
0.7512764904671165,0.46
0.816695968922063,0.16
0.8085685409582364,0.48
0.7590091275648246,0.34
0.9167517660311411,0.22
0.38764251950266876,0.5
0.8965384736858728,0.46
0.744054449556255,0.1
0.8812311158369039,0.09
0.3068261972691,0.49
0.4200627454283217,0.77
0.7691473570067483,0.52
0.3018149852085022,0.14
0.5978449682588144,0.06
0.6456567740848748,0.65
0.7992462126396244,0.13
0.9785549601524419,0.8
0.4949572046701127,0.98
0.8279554044237633,0.22
0.9264215103119374,0.42
0.5369997999726278,0.37
0.4100666406982008,0.67
0.42710055060166124,0.86
0.675134492088391,0.48
0.32886079147672836,0.24
0.43613336561845306,0.75
0.312063756092939,0.38
0.7452598776674703,0.92
0.9020286986640277,0.9
0.41202480339414865,0.65
0.40345520966026927,0.61
0.4122037752534557,0.66
0.41569372650994346,0.89
0.34493141166685964,0.73
0.49585206396664805,0.71
0.7143345931548527,0.48
0.6873203701559161,0.31
0.801704443765989,0.68
0.761062040068641,0.89
0.49105667091286176,0.6
0.46423194752966196,0.03
0.32826597323844314,0.81
0.3913693452788276,0.39
0.7585406424036973,0.42
0.3975175550338467,0.17
0.8473791150367945,0.62
0.5416741238274712,0.28
0.9185520123806415,0.37
0.8299083032414962,0.5700000000000001
0.6231642224725489,0.08
0.6130470485434849,1.0
0.8486003347826544,0.14
0.9085506437723057,0.5
0.880194131828566,0.9400000000000001
0.36659753439944415,0.19
0.6327971196058407,0.46
0.9496088938486319,0.23
0.5987082442860602,0.93
0.5880646825355048,0.41000000000000003
0.3306136629222946,0.2
0.35574341752029226,0.13
0.5081905945024056,0.6
0.47199616789665955,0.6900000000000001
0.52101866571215,0.65
0.6579742491077726,0.17
0.9953519955362312,0.12
0.8098055523387411,0.03
0.5596239485403266,0.16
0.3311032035962816,0.6
0.7875709307589459,0.78
0.37935717519239476,0.97
0.42830597871287646,0.87
0.6241643593333824,0.1
0.43364881510101383,0.97
0.6041668859949256,0.55
0.7664048764567782,0.81
0.8531272700474801,0.86
0.9099771547685472,0.11
0.9588785833850948,0.06
0.37619358438523165,0.81
0.4504195310937286,0.01
0.2992567403960542,0.72
0.6147262256940423,0.73
0.35679092928506007,0.01
0.3692715845326202,0.29
0.9783496689020602,0.8200000000000001
0.8558802783538799,0.17
0.4216261172581511,0.54
0.9727699579942518,0.08
0.3100845378841315,0.37
0.7685841220377525,0.6900000000000001
0.7115394738227336,0.39
0.6013665027845916,0.64
0.8275185025319254,0.52
0.6781664859401813,0.23
0.26933159274427027,0.24
0.6849253055681304,0.36
0.45803109899249367,0.71
0.586285491698864,0.93
0.4406076621011296,0.8200000000000001
0.47668628338614755,0.49
0.9861507364165623,0.14
0.5852063966648068,0.48
0.33931485361154684,0.63
0.5770158021624011,0.97
0.9967521871413982,0.04
0.6366923894848768,0.79
0.8890585027424805,0.54
0.6865728994493984,0.52
0.8479634055186499,0.56
0.3684083085053744,0.02
0.893290660827271,0.98
0.9838030467327108,0.49
0.5740838219966943,0.41000000000000003
0.992872708897007,0.3
0.5720519650057376,0.5700000000000001
0.9348700348468737,0.34
0.45987872024592835,0.03
0.5049585732784486,0.23
0.5115700043163801,0.87
0.5465905860802004,0.17
0.6804088980597345,0.11
0.7958141640435007,0.19
0.9344015496857464,0.62
0.7374640740311832,0.51
0.3554960152441913,0.97
0.701338077842231,0.61
0.46308968595702565,0.05
0.8651183846210534,0.23
0.2900870645456747,0.53
0.35590659774495453,0.4
0.9754282164927832,0.47000000000000003
0.8147799172518344,0.84
0.577758008990704,0.96
0.6030877909608683,0.51
0.6879730910545654,0.93
0.6101677071599271,0.24
0.3674923936959794,0.53
0.6219851137524082,0.74
0.29784602103445734,0.65
0.9782549190941918,0.36
0.9044658742775327,0.22
0.4104561676861044,0.9500000000000001
0.34905829218735196,0.75
0.4307905292303157,0.11
0.2932611831092676,0.05
0.833456157158348,0.45
0.390858749091981,0.45
0.6296914314590417,0.03
0.6829513512375377,0.06
0.53168854685378,0.6
0.4607419962731742,0.49
0.7982566035352205,0.98
0.3244496615326308,0.67
0.8667449229894617,0.59
0.6612641729920936,0.62
0.5477275837746217,0.22
0.4397180666828092,0.56
0.8750934338383147,0.13
0.5310726731026351,0.6
0.2946297914451451,0.8300000000000001
0.7068440944550307,0.39
0.5614926253066209,0.22
0.7673523745354627,0.9400000000000001
0.6277648520323833,0.91
0.7904976470464379,0.59
0.2919978523376883,0.51
0.5233505637613568,0.8200000000000001
0.7696895364628844,0.25
0.4434185730678935,0.31
0.30020950235295357,0.75
0.46749028814469346,0.52
0.8812784907408382,0.38
0.5361049406760925,0.17
0.6004032130712623,0.87
0.7761535789107983,0.16
0.4371282386010717,0.76
0.8895427795382526,0.81
0.38882689210102434,0.65
0.8726036194426605,0.51
0.9381125838272605,0.38
0.8559697642835336,0.98
0.525714045079853,0.53
0.750450061587375,0.77
0.5865223662185352,0.8
0.9887721477675893,0.38
0.9049712065861644,0.5
